"","gameId","playId","x_motion","x_receiver","x_defender","y_motion","y_receiver","y_defender","nflId_motion","nflId_receiver","nflId_defender","teamAbbr_motion","teamAbbr_receiver","teamAbbr_defender"
"37",2022091800,1744,69.92,69.11,67.37,23.2,40.46,43.78,46277,53435,44828,"MIA","MIA","BAL"
"38",2022091800,2460,33.45,39.16,44.67,13.12,43.35,43.69,45268,53456,43327,"BAL","BAL","MIA"
"39",2022091800,2506,28.2,42.5,42.37,21.22,22.77,23.59,54604,46155,42390,"BAL","BAL","MIA"
"40",2022091800,2858,83.04,68.24,64.71,45.11,15.06,12.99,48233,53435,54584,"MIA","MIA","BAL"
"41",2022091800,2953,77.91,89.08,90.09,20.98,26.44,24.58,46111,53435,42361,"MIA","MIA","BAL"
"42",2022091800,3282,59.65,67.9,74.89,39.78,42.2,41.46,46277,53435,44828,"MIA","MIA","BAL"
"43",2022091800,3603,96.15,79.61,69.77,27.9,48.99,41.69,45268,46155,42390,"BAL","BAL","MIA"
"44",2022091800,3729,52,29.96,29.66,30.65,35.25,32.12,54604,46155,42390,"BAL","BAL","MIA"
"45",2022091800,3803,36.12,45.66,50.61,30.16,12.6,11.72,46671,53435,42361,"MIA","MIA","BAL"
"46",2022091900,2022,40.21,44.51,46.31,49.53,31.2,30.1,54628,39989,54488,"TEN","TEN","BUF"
"47",2022091900,2802,50.23,53.11,51.16,49.66,33.55,32.16,53074,39989,46085,"TEN","TEN","BUF"
"48",2022091808,980,64.1,83.42,88.87,41.42,38.03,40.63,47819,46331,54618,"SF","SF","SEA"
"49",2022091808,2234,51.68,67.12,69.02,42.09,34.98,36.47,54558,52433,54618,"SF","SF","SEA"
